序号,section,题号,单词,音标,释义,Unnamed: 6,Unnamed: 7
1030.0,S30,Q2,conflate,[kənˈfleɪt],合并 to bring together : fuse,,
1031.0,S30,Q2,divulge,[daɪˈvʌldʒ],泄露 to make information known : reveal,,
1032.0,S30,Q3,premeditate,[prɪˈmedəˌteɪt],"预先考虑 to think, consider, or deliberate beforehand",,
1033.0,S30,Q4,glamorous,[ˈglæmərəs],迷人的，有魅力的 very exciting and attractive,,
1034.0,S30,Q4,chic,[ʃɪk],时髦的 fashionable and appealing,,
1035.0,S30,Q4,unfathomable,[ʌnˈfæðəməbl],深不可测的，难以理解的 impossible to understand,,
1036.0,S30,Q4,sensible,[ˈsɛnsəbl],明智的 having or showing good sense or judgement,,
1037.0,S30,Q6,attribute,[əˈtrɪbjut],1.属性，特质 a usually good quality or feature that someone or something has,,
,,,,,"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,especially in a clever or dishonest way—used to show disapprovalprocess of complying3.把…归因于…to explain by indicating a cause",,
,,,,,"1. 丢弃 to drop something from a moving ship, airplane, etc.someone, people say that they wrote it, created it, or said it.",,
1038.0,S30,Q6,compunction,[kəmˈpʌŋkʃn],悔恨，后悔 a feeling of guilt or regret,,
1039.0,S30,Q6,justification,[ˌdʒʌstɪfɪˈkeʃən],1. 正当的理由 an acceptable reason  for doing something,,
,,,,,2. 辩护 the act or an instance of justifying : vindication,,
1040.0,S30,Q6,magnitude,[ˈmæɡnɪtud],1,"(尺寸、规模、重要性等) 大的程度 the size, extent, or importance of something",
,,,,,"2. 重要级 the importance, quality, or caliber of something",,
1041.0,S30,Q7,rudimentary,[ˌruːdɪˈmentri],1.基本的 basic or simple,,
,,,,,2.发育不完全的，未成熟的 not very developed or advanced,,
1042.0,S30,Q7,primitive,[ˈprɪmətɪv],1.简单的，基本的 very basic and simple,,
,,,,,"2.原始的，初期的 belonging to or characteristic of an early stage of development : crude,rudimentary",,
1043.0,S30,Q8,portend,[pɔːrˈtend],预示，预兆 to be a sign or warning that something usually bad or unpleasant is going tohappen,,
1044.0,S30,Q8,offset,[ˌɔfˈsɛt],1. 补偿 to serve as a counterbalance for : compensate,,
,,,,,2. 抵消 to cancel or reduce the effect of something : balance,,
1045.0,S30,Q9,murky,[ˈmɝki],1. 含糊不清的; 晦涩难懂的 not clearly expressed or understood,,
,,,,,2. 模糊的 very dark or foggy,,
1046.0,S30,Q9,compact,[ˈkɑmpækt],紧凑的 closely or firmly packed or joined together,,
1047.0,S30,Q9,pristine,[ˈprɪstin],1. 原始状态的，崭新的 not changed by people : original,,
,,,,,"2. 淳朴的 in perfect condition : completely clean, fresh, neat, etc.",,
1048.0,S30,Q9,grimy,[ˈɡraɪmi],肮脏的 dirty,,
1049.0,S30,Q9,dour,[ˈdaʊr],阴沉的 serious and unfriendly : silent and gloomy,,
1050.0,S30,Q10,mirthful,[ˈmɜːθfəl],欢乐的  full of happiness,,
1051.0,S30,Q10,jovial,[ˈdʒovɪəl],快乐的 full of happiness and joy,,
1052.0,S30,Q10,tepid,[ˈtɛpɪd],1. 微温的，温热的 moderately warm : lukewarm,,
,,,,,"2. 不太热情的 lacking in passion, force, or zest",,
1053.0,S30,Q10,lugubrious,[ləˈɡuːbriəs],悲哀的; 伤心的 full of sadness or sorrow : mournful,,
1054.0,S30,Q10,gloomy,[ˈɡlumi],1. 沮丧的，忧伤的 sad or depressed,,
,,,,,2. 前景黯淡的 lacking in promise or hopefulness : pessimistic,,
1055.0,S31,Q1,authoritarianism,[ɔːˌθɒrɪˈteəriənɪsm],独裁主义 expecting or requiring people to obey rules or laws : not allowing personalfreedom,,
1056.0,S31,Q1,forbearance,[fɔrˈbɛrəns],1.对待的方式 manner of treatingsituation without becoming angry,,
1057.0,S31,Q1,lucidity,[luːˈsɪdəti],1. (思想、风格等的)明晰，明白，清楚 clearness of thought or style,,
,,,,,2. 洞察力 a presumed capacity to perceive the truth directly and instaneously : clairvoyance,,
1058.0,S31,Q1,expedient,[ɪkˈspidɪənt],权宜的；方便的 providing an easy and quick way to solve a problem or do something,,
1059.0,S31,Q2,reminiscent,[ˌremɪˈnɪsnt],令人想起的 reminding you of someone oe something else,,
1060.0,S31,Q2,inimical,[ɪˈnɪmɪkl],1. 不利的，有害的 likely to cause damage or have a bad effect,,
,,,,,2. 不友好的，敌意的 not friendly : hostile,,
1061.0,S31,Q3,dictum,[ˈdɪktəm],格言 a statement or well-known remark that expresses an important idea or rule,,
1062.0,S31,Q3,jettison,[ˈdʒɛtɪsn],"1. 丢弃 to drop something from a moving ship, airplane, etc.",,
,,,,,2. 拒绝 to get rid of something : to reject something,,
1063.0,S31,Q4,meander,[miˈændər],1. 漫步 to wander aimlessly or casually owithout urgent destination : ramble,,
,,,,,2. 漫谈 to go from one topic to another without any clear direction,,
1064.0,S31,Q4,taxing,[ˈtæksɪŋ],"费力的；繁重的 onerous, wearing",,
1065.0,S31,Q4,sanity,[ˈsænəti],1. 心智健全 the condition of having a healthy mind,,
,,,,,2. 明智 the condition of being based on reason or good judgment,,
1066.0,S31,Q5,prestigious,[prɛˈstɪdʒəs],有名望的 having prestige : honored,,
1067.0,S31,Q5,anomalous,[əˈnɑmələs],"反常的  not expected or usual : irregular, unusual",,
1068.0,S31,Q6,captivate,[ˈkæptɪveɪt],"迷住，吸引 to attract and hold the attention if someone by being interesting, pretty, etc.",,
1069.0,S31,Q6,outrage,[ˈaʊtredʒ],愤怒 extreme anger,,
1070.0,S31,Q6,myriad,[ˈmɪriəd],大量 a great number of,,
1071.0,S31,Q7,random,[ˈrændəm],"随意的 chosen, done,etc., without a particular plan or pattern",,
1072.0,S31,Q7,ambiguity,[ˌæmbɪˈɡjuəti],模棱两可 something that does not have a single clear meaning,,
1073.0,S31,Q7,heterogeneity,[ˌhetərəˈdʒəˈniːəti],[生物] 异质性；[化学] 不均匀性；[化学] 多相性 the quality or state of being heterogeneous,,
1074.0,S31,Q8,de-emphasize,[di:'emfəsaiz],不再重视，不再强调 to reduce in relative importance : play down,,
1075.0,S31,Q8,champion,[ˈtʃæmpɪən],1. 明显的 easily perceptible : noticeablethem.,,
1076.0,S31,Q8,downplay,[ˌdaʊnˈple],"不予重视；将...轻描淡写 play down, de-emphasize",,
1077.0,S31,Q9,hamstring,[ˈhæmstrɪŋ],使无能为力 to make ineffective or powerless : cripple,,
1078.0,S31,Q9,revitalize,[ˌriːˈvaɪtəlaɪz],"使…复兴；使…恢复生气 to make someone or something active, healthy, or energectic again",,
1079.0,S31,Q9,invigorate,[ɪnˈvɪɡəret],1. 刺激; 激励 stimulate,,
,,,,,2.  鼓舞；使精力充沛 to give life and energe to someone : animate,,
1080.0,S31,Q9,bighearted,[ˈbɪgˌhɑrtɪd],"慷慨的；宽大的 generous, charitable",,
1081.0,S31,Q9,manic,[ˈmænɪk],"狂热的 very excited, energetic, or emotional",,
1082.0,S31,Q10,inflammatory,[ɪnˈflæmətɔːri],"煽动性的 tending to excite anger, disorder, or tumult : seditious",,
1083.0,S31,Q10,pedestrian,[pəˈdɛstrɪən],"无聊乏味的，没有想象力的 not interesting or unusual : commonplace, unimaginative",,
1084.0,S31,Q10,gloomy,[ˈɡlumi],1. 沮丧的，忧伤的 sad or depressed,,
,,,,,2. 前景黯淡的 lacking in promise or hopefulness : pessimistic,,
1085.0,S31,Q10,puerile,[ˈpjʊrəl],孩子气的，不成熟的，傻的 silly or childish especially in a way that shows a lack if serious orgood judgment,,
1086.0,S32,Q1,fury,[ˈfjʊri],暴怒 violent anger,,
1087.0,S32,Q1,usage,['jusɪdʒ],1.对待的方式 manner of treating,,
,,,,,1. 极其注重细节的 very careful about how you do something1. 明显的 able to be seen : clearly shown or visible3.(词的）意义；用法 A usage is a meaning that a word has or a way in which it can be used.,,
1088.0,S32,Q1,sober,[ˈsobɚ],1.认真的，严肃的 having or showing a very serious attitude or quality,,
,,,,,"2.未喝醉的 ：(引申义) 清醒的，冷静的 ，有节制的,适度的 not drunk, abstemious, calm",,
,,,,,3. 素淡的，朴素的 plain in color,,
1089.0,S32,Q1,deject,[dɪˈdʒekt],使…沮丧  to make gloomy,,
1090.0,S32,Q2,exalt,[ɪɡˈzɔlt],赞扬 to praise someone or something highly,,
1091.0,S32,Q2,coddle,[ˈkɑːdl],溺爱 to treat someone with too much care or kindness,,
1092.0,S32,Q2,excoriate,[ˌeksˈkɔːrieɪt],严厉批评 to criticize someone or something very harshly,,
1093.0,S32,Q2,mollify,[ˈmɑːlɪfaɪ],1. 安抚，平息 to soothe in temper or disposition : appease,,
,,,,,"2. 缓和 to reduce in intensity : assuage, temper",,
1094.0,S32,Q2,delude,[dɪˈluːd],"欺骗 to cause someone to believe something that is not true : deceive, trick",,
1095.0,S32,Q3,gainsay,[ˌɡenˈse],否认 to deny or disagree with something : to show or say that something is not true,,
1096.0,S32,Q3,fallibility,[ˌfæləˈbɪləti],易错 liability to error,,
1097.0,S32,Q4,hew to,[hju] [tuˌtə],"遵守 conform, adhere",,
1098.0,S32,Q4,override,[ˌovɚˈraɪd],1. 比…更重要 to have more importance or influence than something,,
,,,,,2. 使无效 to make something no longer valid,,
,,,,,3. 占主导 to prevail over : dominate,,
1099.0,S32,Q4,mitigate,[ˈmɪtɪɡeɪt],缓解 to make less severe or painful : alleviate,,
1100.0,S32,Q5,incompatible,[ˌɪnkəmˈpætəbl],不相容的; 不协调的 not able to be used together,,
1101.0,S32,Q5,clumsy,[ˈklʌmzi],笨拙的 badly or awkwardly made or done,,
1102.0,S32,Q6,compliance,[kəmˈplaɪəns],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,especially in a clever or dishonest way—used to show disapprovalprocess of complying",,
1103.0,S32,Q6,obsequious,[əbˈsiːkwiəs],奉承的 too eager to help or obey someone important,,
1104.0,S32,Q6,veil,[vel],掩饰 to hide or partly hide something,,
1105.0,S32,Q6,fervent,[ˈfɝvənt],炽热的；热烈的 exhibiting or marked by great intensity of feeling : zealous,,
1106.0,S32,Q6,sabotage,[ˌsæbəˈtɑʒ],蓄意破坏 to destroy or damage something deliberately so that it does not work correctly,,
1107.0,S32,Q6,cynicism,[ˈsɪnɪsɪz(ə)m],人皆自私论; 愤世嫉俗论 beliefs that people are generally selfish and dishonest,,
1108.0,S32,Q6,acquiescence（to）,[ˌækwiˈesns],"默许 ,(勉强)同意  Acquiescence is agreement to do what someone wants, or acceptance ofwhat they do even though you do not agree with it",,
1109.0,S32,Q6,intractability,"[ɪn,træktə'bɪləti]","棘手；难驾驭 not neasily managed, controlled, or solved",,
1110.0,S32,Q6,veneration,[ˌvenəˈreɪʃn],"尊敬 respect or awe inspired by the dignity, wisdom, dedication, or talent of a person",,
1111.0,S32,Q6,detestation,"[,diːte'steɪʃ(ə)n]","厌恶 extreme hatred or dislike : abhorrence, loathing",,
1112.0,S32,Q7,augment,[ɔɡˈmɛnt],"增加 To augment something means to make it larger, stronger, or more effective byadding something to it.",,
1113.0,S32,Q7,sidestep,[ˈsaɪdstɛp],"回避 bypass, evade",,
1114.0,S32,Q7,vilify,[ˈvɪlɪfaɪ],诽谤，中伤 to say or write very harsh and critical things about someone or something,,
1115.0,S32,Q7,circumvent,[ˌsɜːrkəmˈvent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,especially in a clever or dishonest way—used to show disapproval",,
,,,,,2〔改道〕绕开，避开〔某物〕to avoid something by changing the direction in which you aretravelling,,
1116.0,S32,Q7,endorse,[ɪnˈdɔrs],1. 可触摸的 capable of being perceived especially by the sense of touch : palpablesomething,,
1117.0,S32,Q8,mien,[min],仪表;面部表情 a person's appearance or facial expression,,
1118.0,S32,Q9,disparage,[dɪˈspærɪdʒ],"诋毁 to describe someone or something as unimportant, weak, bad, etc.",,
1119.0,S32,Q9,assiduous,[əˈsɪdʒuəs],"刻苦的，勤勉的 showing great care, attention, and effort",,
1120.0,S32,Q9,stupefaction,[ˌstjuːpɪˈfækʃn],惊愕 astonishment,,
1121.0,S32,Q9,mockery,[ˈmɑkəri],嘲笑 insulting or contemptuous action or speech : derision,,
1122.0,S32,Q9,incredulity,[ˌɪnkrəˈdjuːləti],怀疑；不轻信 the quality or state of being incredulous : disbelief,,
1123.0,S32,Q9,certitude,[ˈsɜːrtɪtuːd],确信；确实 the state of being or feeling certain,,
1124.0,S32,Q9,derision,[dɪˈrɪʒn],嘲笑 the use of ridicule or scorn to show contempt,,
1125.0,S32,Q10,sophistication,[səˌfɪstɪˈkeʃən],"老练,老于世故 the process or result of becoming more complex, developed, or subtle",,
1126.0,S32,Q10,retrenchment,[rɪˈtrentʃmənt],"(开支的)紧缩; 削减 reduction, curtailment",,
1127.0,S32,Q10,burgeon,[ˈbɝdʒən],迅速生长 to grow or develop quickly,,
1128.0,S32,Q10,curtail,[kɜːrˈteɪl],缩减 to reduce or limit something,,
1129.0,S33,Q1,disavow,[ˌdɪsəˈvaʊ],"否认 , 拒绝接受， 拒绝对...承担责任 to deny responsibility for : repudiate，disclaim，gainsay",,
1130.0,S33,Q1,obfuscate,[ˈɑːbfʌskeɪt],使混淆; 使困惑 to make more difficult to understand : confuse,,
1131.0,S33,Q1,concoct,[kənˈkɑkt],"捏造 to invent or develop a plan, story, etc. especially in order to trick or deceive someone :devise, fabricate",,
1132.0,S33,Q2,chaotic,[keˈɑtɪk],混乱的 a state of complete disorder and confusion,,
1133.0,S33,Q2,impute,[ɪmˈpjuːt],1. 极其注重细节的 very careful about how you do somethingattribute,,
1134.0,S33,Q3,supplant,[səˈplænt],代替 to take the place of,,
1135.0,S33,Q3,circumvent,[ˌsɜːrkəmˈvent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,especially in a clever or dishonest way—used to show disapproval",,
,,,,,"1. 丰富 abundance, profusiontravelling",,
1136.0,S33,Q4,sensationalism,[senˈseɪʃənəlɪzəm],追求轰动效应；哗众取宠 the use of shocking details to cause a lot of excitement or interest,,
1137.0,S33,Q4,slant,[slænt],"1.带偏向性地报道, 有偏向性地陈述，to provide information in a way that unfairly supportsone opinion, gives an advantage to one group etc",,
,,,,,2. （使）倾斜，（使）歪斜；斜移 to slope or make something slope in a particular direction,,
1138.0,S33,Q5,supersede,[ˌsupɚˈsid],代替 to replace someone or something,,
1139.0,S33,Q5,halt,[hɔlt],使停止 stop,,
1140.0,S33,Q5,disparity,[dɪˈspærəti],不同 difference,,
1141.0,S33,Q6,ponderous,[ˈpɑndərəs],1. 冗长沉闷的 very boring or dull,,
,,,,,2. 笨重的 unwieldy or clumsy because of weight and size,,
1142.0,S33,Q6,laudatory,[ˈlɔdətɔri],赞扬的 expressing or containing  praise,,
1143.0,S33,Q6,debunk,[ˌdiːˈbʌŋk],曝光; 揭露...的真相 to show that something (such as a belief or theory) is not true,,
1144.0,S33,Q6,deify,[ˈdeɪɪfaɪ],"把…神化,崇拜 to treat someone or something like a god or goddess",,
1145.0,S33,Q6,aggrandize,[əˈɡrænˌdaɪzˌ ˈæɡrən-],"增加，夸大 to make great or greater : increase, enlarge",,
1146.0,S33,Q7,manifest,[ˈmænɪfɛst],1. 明显的 able to be seen : clearly shown or visible,,
,,,,,2.  显现出 to show something clearly,,
1147.0,S33,Q7,mitigate,[ˈmɪtɪɡeɪt],"缓解，减轻 to make something less severe, harmful, or painful : mollify, alleviate, extenuate",,
1148.0,S33,Q7,diminish,[dɪˈmɪnɪʃ],"使减少; 变少 to become or to cause something to become less in size, importance,etc.",,
1149.0,S33,Q7,undercut,[ˌʌndɚˈkʌt],削弱 to make something weaker or less effective,,
1150.0,S33,Q8,tangible,[ˈtændʒəbl],1. 可触摸的 capable of being perceived especially by the sense of touch : palpable,,
,,,,,2. 有形的 substantially real : material,,
1151.0,S33,Q8,palpable,[ˈpælpəbl],1. 明显的 easily perceptible : noticeable,,
,,,,,"2. 可感知的,可触摸的 capable of being touched or felt : tangible",,
1152.0,S33,Q8,nebulous,[ˈnɛbjələs],"模糊的 indistinct, vague",,
1153.0,S33,Q8,nettlesome,[ˈnetlsəm],烦人的，易怒的 causing vexation : irritating,,
1154.0,S33,Q9,archaic,[ɑrˈkeɪk],"陈旧的，古老的 of, relating to , or more primitive time : antiquated",,
1155.0,S33,Q10,unfathomable,[ʌnˈfæðəməbl],深不可测的，难以理解的 impossible to understand,,
1156.0,S34,Q1,epic,[ˈɛpɪk],史诗般的 telling a story about a hero or about exciting events or adventures,,
1157.0,S34,Q1,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring,,
,,,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters,,
1158.0,S34,Q2,harrowing,[ˈhæroʊɪŋ],折磨人的 extremely upsetting or disturbing,,
1159.0,S34,Q2,implausible,[ɪmˈplɔːzəbl],不可能真实的，难以置信的 difficult to believe and therfore unlikely to be true,,
1160.0,S34,Q3,transcend,[trænˈsɛnd],"超越 to outstrip or outdo in some attribute, quality, or power",,
1161.0,S34,Q3,provincialism,[prəˈvɪnʃlɪzəm],地方主义 the quality or state of being provincial,,
1162.0,S34,Q3,materialism,[məˈtɪrɪəlɪzəm],唯物主义 a way of thinking that gives too much importance to material possessionsrather than to spiritual or intellectural things,,
1163.0,S34,Q4,sacrosanct,[ˈsækroʊsæŋkt],神圣不可侵犯的 treated as if holy : inviolable,,
