section,题号,单词,音标,释义
S33,Q1,obfuscate,[ˈɑːbfʌskeɪt],使混淆; 使困惑 to make more difficult to understand : confuse
S33,Q1,concoct,[kənˈkɑkt],"捏造 to invent or develop a plan, story, etc. especially in order to trick or deceive someone :"
,,,,"devise, fabricate"
S33,Q2,chaotic,[keˈɑtɪk],混乱的 a state of complete disorder and confusion
S33,Q2,impute,[ɪmˈpjuːt],归罪于; 归咎于 to say or suggest that someone or something has or is guilty of something :
,,,,attribute
S33,Q3,supplant,[səˈplænt],代替 to take the place of
S33,Q3,circumvent,[ˌsɜːrkəmˈvent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,"
,,,,especially in a clever or dishonest way—used to show disapproval
,,,,2〔改道〕绕开，避开〔某物〕to avoid something by changing the direction in which you are
,,,,travelling
S33,Q4,sensationalism,[senˈseɪʃənəlɪzəm],追求轰动效应；哗众取宠 the use of shocking details to cause a lot of excitement or interest
S33,Q4,slant,[slænt],"1.带偏向性地报道, 有偏向性地陈述，to provide information in a way that unfairly supports"
,,,,"one opinion, gives an advantage to one group etc"
,,,,2. （使）倾斜，（使）歪斜；斜移 to slope or make something slope in a particular direction
S33,Q5,supersede,[ˌsupɚˈsid],代替 to replace someone or something
S33,Q5,halt,[hɔlt],使停止 stop
S33,Q5,disparity,[dɪˈspærəti],不同 difference
S33,Q6,ponderous,[ˈpɑndərəs],1. 冗长沉闷的 very boring or dull
,,,,2. 笨重的 unwieldy or clumsy because of weight and size
S33,Q6,laudatory,[ˈlɔdətɔri],赞扬的 expressing or containing  praise
S33,Q6,debunk,[ˌdiːˈbʌŋk],曝光; 揭露...的真相 to show that something (such as a belief or theory) is not true
S33,Q6,deify,[ˈdeɪɪfaɪ],"把…神化,崇拜 to treat someone or something like a god or goddess"
S33,Q6,aggrandize,[əˈɡrænˌdaɪzˌ ˈæɡrən-],"增加，夸大 to make great or greater : increase, enlarge"
S33,Q7,manifest,[ˈmænɪfɛst],1. 明显的 able to be seen : clearly shown or visible
,,,,2.  显现出 to show something clearly
S33,Q7,mitigate,[ˈmɪtɪɡeɪt],"缓解，减轻 to make something less severe, harmful, or painful : mollify, alleviate, extenuate"
S33,Q7,diminish,[dɪˈmɪnɪʃ],"使减少; 变少 to become or to cause something to become less in size, importance,etc."
S33,Q7,undercut,[ˌʌndɚˈkʌt],削弱 to make something weaker or less effective
S33,Q8,tangible,[ˈtændʒəbl],1. 可触摸的 capable of being perceived especially by the sense of touch : palpable
,,,,2. 有形的 substantially real : material
S33,Q8,palpable,[ˈpælpəbl],1. 明显的 easily perceptible : noticeable
,,,,"2. 可感知的,可触摸的 capable of being touched or felt : tangible"
S33,Q8,nebulous,[ˈnɛbjələs],"模糊的 indistinct, vague"
S33,Q8,nettlesome,[ˈnetlsəm],烦人的，易怒的 causing vexation : irritating
S33,Q9,archaic,[ɑrˈkeɪk],"陈旧的，古老的 of, relating to , or more primitive time : antiquated"
S33,Q10,unfathomable,[ʌnˈfæðəməbl],深不可测的，难以理解的 impossible to understand
S34,Q1,epic,[ˈɛpɪk],史诗般的 telling a story about a hero or about exciting events or adventures
S34,Q1,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring
,,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters
S34,Q2,harrowing,[ˈhæroʊɪŋ],折磨人的 extremely upsetting or disturbing
S34,Q2,implausible,[ɪmˈplɔːzəbl],不可能真实的，难以置信的 difficult to believe and therfore unlikely to be true
S34,Q3,transcend,[trænˈsɛnd],"超越 to outstrip or outdo in some attribute, quality, or power"
S34,Q3,provincialism,[prəˈvɪnʃlɪzəm],地方主义 the quality or state of being provincial
S34,Q3,materialism,[məˈtɪrɪəlɪzəm],唯物主义 a way of thinking that gives too much importance to material possessions
,,,,rather than to spiritual or intellectural things
S34,Q4,sacrosanct,[ˈsækroʊsæŋkt],神圣不可侵犯的 treated as if holy : inviolable
S34,Q4,foreordain,[ˌfoʊrɔːˈdeɪn],注定，预先注定  to dispose or appoint in advance: predestine
S34,Q5,fastidious,[fæˈstɪdɪəs],1. 极其注重细节的 very careful about how you do something
,,,,2. 难以取悦的 hard to please
S34,Q5,overblown,[ˌəʊvəˈbləʊn],"夸张的,过分渲染的 inflated, exaggerated"
S34,Q5,oversell,[ˌoʊvərˈsel],过分吹嘘 to praise too much
S34,Q6,seclusion,[sɪˈklʊʒən],与世隔绝 the act of placing or keeping someone away from other people
S34,Q6,opulence,[ˈɑpjələns],"1. 丰富 abundance, profusion"
,,,,"2. 富裕 wealth, affluence"
S34,Q6,enormity,[ɪˈnɔrməti],1. 巨大 great size
,,,,2. 暴行 great evil or wickedness
S34,Q6,ascetic,[əˈsɛtɪk],苦行的；禁欲主义的 relating to or having a strict and simple way of living that avoids
,,,,physical pleasure
S34,Q6,allusion,[əˈlʊʒən],暗示 a statement that refers to something mentioning it directly
S34,Q6,ramification,[ˌræmɪfɪˈkeɪʃn],"1. 后果 consequence, outgrowth"
,,,,"2. 分支 branch, offshoot"
S34,Q7,leach,[litʃ],过滤 to remove or be removed from a substance by a percolating liquid
S34,Q7,capricious,[kəˈprɪʃəs],"反复无常的; 易变的 changing often and quickly : impulsive, unpredicatable"
S34,Q7,ubiquitous,[juːˈbɪkwɪtəs],无处不在的 seeming to be seen everywhere
S34,Q7,worrisome,[ˈwɝɪsəm],令人担心的 causing people to worry
S34,Q7,stubborn,[ˈstʌbɚn],1. 固执的 refusing to change your ideas or to stop doing something : obstinate
,,,,"2. 难处理的 difficult to deal with, remove, etc."
S34,Q8,opaque,[oˈpek],1. 难理解的 difficult to understand or explain
,,,,2. 不透明的 not letting light through : not transparent
S34,Q9,alleviate,[əˈlivɪˈet],"缓解 to make less painful, difficult, or severe :  relieve, lessen"
S34,Q9,presage,[ˈprɛsɪdʒ],"预示 to give an omen or warnign of : foreshadow, foretell, predict"
S34,Q9,portend,[pɔːrˈtend],预示 ；（不详的）预兆 to be a sign  or  warning that something usually bad or unpleasant
,,,,is going to happen
S34,Q10,heterogeneous,[ˈhɛtərəˈdʒinɪəs],"各种各样的,不同种的 made up of parts that are different"
S35,Q1,irrelevant,[ɪˈrɛləvənt],不重要的 not important or relating to what is being discussed right now
S35,Q1,exemplar,[ɪɡˈzemplɑːr],模范 one that serves as a model or example as an ideal model
S35,Q1,antithesis,[ænˈtɪθəsɪs],对立面 the exact opposite of something or someone
S35,Q2,chronological,[ˌkrɑnəˈlɑdʒɪkl],按时间顺序排列的 arranged in the order that things happened or came to be
S35,Q3,bolster,[ˈbolstɚ],
S35,Q3,forestall,[fɔːrˈstɔːl],
,,,,time
,,,,
S35,Q3,augment,[ɔɡˈmɛnt],
,,,,adding something to it.
S35,Q3,arrest,[əˈrɛst],"1. 逮捕 seize, capture"
,,,,2. 抑制 check
S35,Q3,escalate,[ˈɛskəlet],
,,,,
,,,,
S35,Q4,abstruse,[əbˈstrus],
S35,Q4,repetitious,[ˌrepəˈtɪʃəs],
,,,,unpleasant
S35,Q5,better,['bɛtɚ],
,,,,
S35,Q5,precede,[prɪ'sid],
,,,,
,,,,3
S35,Q5,undermine,[ˈʌndɚˈmaɪn],暗中削弱 to make someone or something weaker or less effective usually in a secret or
,,,,gradual way
S35,Q5,distinctive,[dɪ'stɪŋktɪv],1.吸引人的/有趣的 appealing or interesting because of an unusual quality or characteristic
,,,,2.与众不同的; 有特色的 having a quality or characteristic that makes a person or thing
,,,,different from others : different in a way that is easy to notice
S35,Q5,impress,[ɪm'prɛs],to cause (someone) to feel interest or  admiration
S35,Q6,articulate,[ɑrˈtɪkjulet],清楚地表述 clearly expressed and easily understood
S35,Q6,tenuous,[ˈtenjuəs],"1. 脆弱的 not certain, definite, or strong : flimsy, weak, or uncertain"
,,,,2. 稀薄的 very thin
S35,Q6,anchor,[ˈæŋkɚ],固定 to secure firmly : fix
S35,Q6,marginal,[ˈmɑrdʒɪnl],1. 无足轻重的 not very important
,,,,2. 微小的 very slight or small
,,,,3. 边缘的 not included in the main part of society or of a group
S35,Q7,extirpate,[ˈekstərpeɪt],彻底摧毁 to destroy completely : wipe out
S35,Q7,eliminate,[ɪˈlɪmɪnet],1. 排除，根除 to put an end to or get rid of : remove
,,,,"2. 淘汰 to defeat and remove a team, player, etc. from a competition"
S35,Q7,underrate,[ˌʌndəˈreɪt],低估 undervalue
S35,Q8,preliminary,[prɪˈlɪmɪnɛri],初步的 coming before the main part of something
S35,Q8,deflate,[dɪˈflet],使泄气 to make someone lose confidence or pride
S35,Q8,rationalize,[ˈræʃnəlaɪz],使合理化 to  cause something to seem reasonable
S35,Q8,soothe,[sʊð],"缓和 relieve, alleviate"
S35,Q9,insidious,[ɪnˈsɪdɪəs],暗中为害的 causing harm in a way that is gradual or not easily noticed
S35,Q9,innocuous,[ɪˈnɑːkjuəs],1. 无意冒犯的 not likely to bother or offend anyone
,,,,2. 无害的 causing no injury
S35,Q9,aberrant,[æˈbɛrənt],异常的 deviating from the usual or natural type : atypical
S35,Q9,efficacious,[ˌefɪˈkeɪʃəs],有效的 having the power to produce a desired result or effect
S35,Q10,placid,[ˈplæsɪd],平静的，温和的 not easily upset or excited
S35,Q10,daunting,[dɔːntɪŋ],使人畏缩的 tending to make people afraid or less confident : very difficult to do or deal
,,,,with
S36,Q1,misfeasance,[mɪs'fizəns],过失，违法行为 trespass : the performance of a lawful action in an illegal or improper manner
S36,Q1,diffident,[ˈdɪfɪdənt],缺乏自信的 lacking confidence : not feeling comfortable around people
S36,Q1,meticulous,[məˈtɪkjələs],小心谨慎的 very careful about doing something in an extremely accurate and exact way
S36,Q1,implacable,[ɪmˈplækəbl],"不能安抚的,难改变的 not capable of being appeased, significantly changed, or mitigated"
S36,Q1,tenacious,[təˈneʃəs],执着的 very determined to do something
S36,Q2,instantaneous,[ˌɪnstənˈtenɪəs],瞬间的，即刻的 happening very quickly
S36,Q2,salutary,[ˈsæljəˈtɛri],有益的 producing a beneficial effect : remedial
S36,Q3,assault,[əˈsɔlt],攻击 a violent physical or verbal attack
S36,Q3,bewilder,[bɪˈwɪldɚ],
S36,Q4,nonchalance,[ˈnɒnʃələns],
S36,Q4,acumen,[ˈækjəmən],
S36,Q5,tweak,[twiːk],
S36,Q5,controvert,[ˈkɑːntrəvɜːrt],
S36,Q5,bolster,[ˈbolstɚ],
S36,Q5,circumvent,[ˌsɜːrkəmˈvent],
,,,,
,,,,
,,,,travelling
S36,Q6,discredit,[dɪsˈkrɛdɪt],
,,,,
S36,Q7,unfathomable,[ʌnˈfæðəməbl],
S36,Q7,unfounded,[ʌnˈfaʊndɪd],
S36,Q8,pious,[ˈpaɪəs],"1. (对宗教)虔诚的   deeply religious, devotional"
,,,,"2. 假虔诚的,虚伪的 (talk,words,opinion)  falsely appearing to be good or moral"
,,,,3. 不大可能实现的希望/愿望 pious hope/wish
S36,Q8,sentiment,[ˈsɛntɪmənt],"1. （常用于由偏好或个人情感而形成的）观点 an opinion,attitude or thought(prompted by"
,,,,feeling)
,,,,"2.  感情 feelings of love, sympathy, kindness, etc."
S36,Q8,spark,[spɑrk],引发 to stir to activity : incite
S36,Q8,preachy,[ˈpriːtʃi],"爱说教的(含贬义)marked by obvious moralizing: didactic, moralistic"
S36,Q8,querulous,[ˈkwerələs],爱发牢骚的 complaining in an annoyed way
S36,Q8,sanctimonious,[ˌsæŋktɪˈmoʊniəs],假装虔诚的 hypocritically pious or devout
S36,Q8,plaintive,[ˈpleɪntɪv],哀伤的 expressive of suffering or woe : melancholy
S36,Q9,notwithstanding,"[,nɑtwɪθ'stændɪŋ]","尽管  If something is true notwithstanding something else, it is true in spite of that other"
,,,,thing.
S36,Q9,fiery,[ˈfaɪəri],暴躁的 easily provoked : irritable
S36,Q9,genteel,[dʒɛnˈtil],有教养的，文雅的 free from vulgarity or rudeness : polite
S36,Q9,bumble,[ˈbʌmbl],"1. 笨手笨脚 to speak or do in a clumsy, muddled, or inefficient way"
,,,,2. 错误 blunder
S36,Q9,unremarkable,[ˌʌnrɪˈmɑrkəbl],普通的 very ordinary
S36,Q9,impassioned,[ɪmˈpæʃnd],充满激情的 showing or feeling very strong emotions
S36,Q10,tinker,[ˈtɪŋkɚ],修补 to try to repair or improve something by making small changes or adjustments to it
S36,Q10,taciturn,[ˈtæsɪtɜːrn],沉默寡言的 tending to be quiet : not speaking frequently
S36,Q10,reserved,[rɪˈzɝvd],1. 矜持的 not openly expressing feelings or opinions
,,,,2. 话不多的 restrained in words and actions
S36,Q10,cantankerous,[kænˈtæŋkərəs],脾气坏的 often angry and annoyed
S36,Q10,loquacious,[ləˈkweɪʃəs],话多的 liking to talk and talking smoothly and easily : garrulous
S36,Q10,garrulous,[ˈɡærələs],话多的 tending to talk a lot : very talktive
S37,Q1,ubiquity,[juːˈbɪkwəti],普遍存在；到处存在 presence everywhere or in many places especially simultaneously :
,,,,omnipresence
S37,Q1,redundancy,[rɪˈdʌndənsi],"冗余，多余 the act of using a word, phrase, etc., that repeats something else and is therefore"
,,,,unnecessary
S37,Q2,ballyhoo,[ˈbælihuː],"大肆宣扬; 大肆吹嘘 if you say that something is ballyhooed, you mean that there is a lot of"
,,,,excitement about it and people are claiming that it is very good. You use this word
,,,,especially when you think the thing is not as exciting or good as people say.
S37,Q2,quip,[kwɪp],俏皮话; 妙语 A quip is a remark that is intended be amusing or clever： droll
S37,Q2,pensiveness,['pensivnis],1. 沉思 musingly or dreamily thoughtful
,,,,2. 忧郁，悲哀 suggestive of sad thoughtfulness
S37,Q2,drollness,['drəulnis],幽默，诙谐 having an odd and amusing quality
S37,Q2,stoicism,[ˈstoʊɪsɪzəm],坚忍克己; 坦然淡定 indifference to pleasure or pain : impassiveness
S37,Q2,fastidiousness,[fæˈstɪdiəsnəs],1. 一丝不苟 very careful about how you do something
,,,,2. 难以取悦 hard to please
S37,Q2,congeniality,[kəndʒiːnɪˈælɪtɪ],"1. 意气相投 having the same nature, disposition, or tastes : kindred"
,,,,2. 舒适的 pleasant and enjoyable
,,,,"3. 友好 sociable, genial"
S37,Q3,subtle,[ˈsʌtl],1.不易察觉的 hard to notice or see : not obvious
,,,,2. 难以理解的 difficult to understand or perceive : obscure
,,,,3. 狡猾的  clever and indirect : not showing your real purpose
,,,,4. 敏感的，有洞察力的 having or showing skill at recognizing and understanding things that
,,,,are not obvious
S37,Q3,uniform,[ˈjunɪfɔrm],统一的，一致的 not varying or changing
S37,Q3,consistent,[kənˈsɪstənt],1. (论点、观点) 前后一致的 marked by agreement : compatible
,,,2. 始终如一的 always acting or behaving in the same way,
S37,Q3,sustain,[səˈsten],1. 支撑 to hold up the weight of something ： prop
,,,"2. 蒙受，遭受(损失等) suffer, undergo",
,,,"3. 维持 to provide what is needed for to exist, continue, etc.",
,,,4. （用证据）证明，支撑 to support by adequate proof : confirm,
S37,Q4,monarchy,[ˈmɑnɚki],君主政体 a country that is ruled by a monarch (such as a king or queen)
S37,Q4,counterpart,[ˈkaʊntɚpɑrt],极相似的人或物 one having the same function or characteristics as another
S37,Q4,discount,[dɪsˈkaʊnt],1. 贬损，低估 to think of something as having little importance or value
,,,,2. 不理会 to leave out of account : disregard
S37,Q4,emulate,[ˈɛmjulet],"（因为 admire）而竭力模仿（以便赶上/超过)strive to equal or excel by imitating ,especially"
,,,,because you admire sb
S37,Q4,anachronistic,[əˌnækrəˈnɪstɪk],"1. 时代错误的 something such as a word, an object, or an event that is mistakenly placed in"
,,,,"a time where it does not belong in a story, movie, etc."
,,,,2. 过时的  out of date or old-fashioned
S37,Q4,egalitarian,[ɪˈgæləˈtɛrɪən],"平等主义者；平等主义的 aiming for equal wealth, status, etc., for all people"
S37,Q4,regal,[ˈriːɡl],"王室的 of, relating to, or suitable for a king or queen"
S37,Q5,ogre,[ˈoʊɡər],1. 食人魔  an ugly giant in children's stories that eats people
,,,,"2. 令人害怕的人 someone or something that is very frightening, cruel, or difficult to deal"
,,,,with
S37,Q5,hypocritic,[ˌhɪpəˈkrɪtɪkəl],虚伪的；伪善的 a person who puts on a false appearance of virtue or religion
S37,Q5,visionary,[ˈvɪʒənɛri],1. 有远见的 having or showing clear ideas about what should happen or be done in the
,,,,future
,,,,2. 不切实际的，幻想的 incapable of being realized or achieved : utopian
